"\0x00","\0x00",0
"\0x00","\0x01",0
"\0x00","\0x02",0
"\0x00","\0x03",0
"\0x00","\0x04",0
"\0x00","\0x05",0
"\0x00","\0x06",0
"\0x00","\0x07",0
"\0x00","\0x08",0
"\0x00","\0x09",0
"\0x00","\0x0a",0
"\0x00","\0x0b",0
"\0x00","\0x0c",0
"\0x00","\0x0d",0
"\0x00","\0x0e",0
"\0x00","\0x0f",0
"\0x00","\0x10",0
"\0x00","\0x11",0
"\0x00","\0x12",0
"\0x00","\0x13",0
"\0x00","\0x14",0
"\0x00","\0x15",0
"\0x00","\0x16",0
"\0x00","\0x17",0
"\0x00","\0x18",0
"\0x00","\0x19",0
"\0x00","\0x1a",0
"\0x00","\0x1b",0
"\0x00","\0x1c",0
"\0x00","\0x1d",0
"\0x00","\0x1e",0
"\0x00","\0x1f",0
"\0x00"," ",0
"\0x00","!",0
"\0x00",""",0
"\0x00","#",0
"\0x00","$",0
"\0x00","%",0
"\0x00","&",0
"\0x00","'",0
"\0x00","(",0
"\0x00",")",0
"\0x00","*",0
"\0x00","+",0
"\0x00",",",0
"\0x00","-",0
"\0x00",".",0
"\0x00","/",0
"\0x00","0",0
"\0x00","1",0
"\0x00","2",0
"\0x00","3",0
"\0x00","4",0
"\0x00","5",0
"\0x00","6",0
"\0x00","7",0
"\0x00","8",0
"\0x00","9",0
"\0x00",":",0
"\0x00",";",0
"\0x00","<",0
"\0x00","=",0
"\0x00",">",0
"\0x00","?",0
"\0x00","@",0
"\0x00","A",0
"\0x00","B",0
"\0x00","C",0
"\0x00","D",0
"\0x00","E",0
"\0x00","F",0
"\0x00","G",0
"\0x00","H",0
"\0x00","I",0
"\0x00","J",0
"\0x00","K",0
"\0x00","L",0
"\0x00","M",0
"\0x00","N",0
"\0x00","O",0
"\0x00","P",0
"\0x00","Q",0
"\0x00","R",0
"\0x00","S",0
"\0x00","T",0
"\0x00","U",0
"\0x00","V",0
"\0x00","W",0
"\0x00","X",0
"\0x00","Y",0
"\0x00","Z",0
"\0x00","[",0
"\0x00","\",0
"\0x00","]",0
"\0x00","^",0
"\0x00","_",0
"\0x00","`",0
"\0x00","a",0
"\0x00","b",0
"\0x00","c",0
